x,y,vx,vy,ax,ay,next_x,next_y,next_vx,next_vy
545.101807,242.085449,-50.745422,335.526001,0.000000,0.000000,544.258179,247.830231,-50.618561,344.687195
544.258179,247.830231,-50.618561,344.687195,0.000000,0.000000,543.416626,253.727325,-50.492016,353.825470
543.416626,253.727325,-50.492016,353.825470,0.000000,0.000000,542.577209,259.776337,-50.365788,362.940918
542.577209,259.776337,-50.365788,362.940918,0.000000,0.000000,541.739868,265.976898,-50.239872,372.033569
541.739868,265.976898,-50.239872,372.033569,0.000000,0.000000,540.904602,272.328613,-50.114273,381.103485
540.904602,272.328613,-50.114273,381.103485,0.000000,0.000000,540.071472,278.831116,-49.988987,390.150726
540.071472,278.831116,-49.988987,390.150726,0.000000,0.000000,539.240417,285.484039,-49.864014,399.175354
539.240417,285.484039,-49.864014,399.175354,0.000000,0.000000,538.411438,292.286987,-49.739353,408.177429
538.411438,292.286987,-49.739353,408.177429,0.000000,0.000000,537.584534,299.239594,-49.615005,417.156982
537.584534,299.239594,-49.615005,417.156982,0.000000,0.000000,536.759705,306.341492,-49.490967,426.114105
536.759705,306.341492,-49.490967,426.114105,0.000000,0.000000,535.936890,313.592316,-49.367241,435.048828
535.936890,313.592316,-49.367241,435.048828,0.000000,0.000000,535.116150,320.991669,-49.243824,443.961212
535.116150,320.991669,-49.243824,443.961212,0.000000,0.000000,534.297485,328.539185,-49.120716,452.851318
534.297485,328.539185,-49.120716,452.851318,0.000000,0.000000,533.480835,336.234497,-48.997913,461.719177
533.480835,336.234497,-48.997913,461.719177,0.000000,0.000000,532.666260,344.077240,-48.875420,470.564880
532.666260,344.077240,-48.875420,470.564880,0.000000,0.000000,531.853699,352.067047,-48.753231,479.388458
531.853699,352.067047,-48.753231,479.388458,0.000000,0.000000,531.043152,360.203552,-48.631348,488.190002
531.043152,360.203552,-48.631348,488.190002,0.000000,0.000000,530.234680,368.486389,-48.509769,496.969543
530.234680,368.486389,-48.509769,496.969543,0.000000,0.000000,529.428223,376.915161,-48.388496,505.727112
529.428223,376.915161,-48.388496,505.727112,0.000000,0.000000,528.623779,385.489532,-48.267525,514.462830
528.623779,385.489532,-48.267525,514.462830,0.000000,0.000000,527.821350,394.209137,-48.146854,523.176697
527.821350,394.209137,-48.146854,523.176697,0.000000,0.000000,527.020935,403.073608,-48.026489,531.868774
527.020935,403.073608,-48.026489,531.868774,0.000000,0.000000,526.222473,412.082581,-47.906422,540.539124
526.222473,412.082581,-47.906422,540.539124,0.000000,0.000000,525.426025,421.235718,-47.786655,549.187805
525.426025,421.235718,-47.786655,549.187805,0.000000,0.000000,524.631592,430.532623,-47.667191,557.814819
524.631592,430.532623,-47.667191,557.814819,0.000000,0.000000,523.839111,439.972961,-47.548023,566.420288
523.839111,439.972961,-47.548023,566.420288,0.000000,0.000000,523.048645,449.556366,-47.429153,575.004211
523.048645,449.556366,-47.429153,575.004211,0.000000,0.000000,522.260132,459.282471,-47.310581,583.566711
522.260132,459.282471,-47.310581,583.566711,0.000000,0.000000,521.473572,469.150940,-47.192307,592.107788
521.473572,469.150940,-47.192307,592.107788,0.000000,0.000000,520.689026,479.161407,-47.074326,600.627502
520.689026,479.161407,-47.074326,600.627502,0.000000,0.000000,519.906433,489.313507,-46.956638,609.125916
519.906433,489.313507,-46.956638,609.125916,0.000000,0.000000,519.125793,499.606903,-46.839249,617.603088
519.125793,499.606903,-46.839249,617.603088,0.000000,0.000000,518.347107,510.041229,-46.722149,626.059082
518.347107,510.041229,-46.722149,626.059082,0.000000,0.000000,517.570374,520.616150,-46.605343,634.493958
517.570374,520.616150,-46.605343,634.493958,0.000000,0.000000,516.795532,531.331299,-46.488831,642.907715
516.795532,531.331299,-46.488831,642.907715,0.000000,0.000000,516.022644,542.186279,-46.372608,651.300476
516.022644,542.186279,-46.372608,651.300476,0.000000,0.000000,515.251709,553.180847,-46.256676,659.672241
515.251709,553.180847,-46.256676,659.672241,0.000000,0.000000,514.482666,564.314575,-46.141033,668.023071
514.482666,564.314575,-46.141033,668.023071,0.000000,0.000000,513.715576,575.587097,-46.025681,676.353027
513.715576,575.587097,-46.025681,676.353027,0.000000,0.000000,512.950378,586.998108,-45.910618,684.662170
512.950378,586.998108,-45.910618,684.662170,0.000000,0.000000,512.187134,598.547302,-45.795841,692.950500
512.187134,598.547302,-45.795841,692.950500,0.000000,0.000000,511.425781,610.234253,-45.681351,701.218140
511.425781,610.234253,-45.681351,701.218140,0.000000,0.000000,510.666321,622.058655,-45.567146,709.465088
510.666321,622.058655,-45.567146,709.465088,0.000000,0.000000,509.908752,634.020203,-45.453228,717.691406
509.908752,634.020203,-45.453228,717.691406,0.000000,0.000000,509.404968,619.635620,-30.226398,-588.506897
509.404968,619.635620,-30.226398,-588.506897,0.000000,0.000000,508.902466,610.018372,-30.150833,-577.035645
508.902466,610.018372,-30.150833,-577.035645,0.000000,0.000000,508.401215,600.591797,-30.075457,-565.593079
508.401215,600.591797,-30.075457,-565.593079,0.000000,0.000000,507.901215,591.355469,-30.000269,-554.179077
507.901215,591.355469,-30.000269,-554.179077,0.000000,0.000000,507.402466,582.308899,-29.925268,-542.793640
507.402466,582.308899,-29.925268,-542.793640,0.000000,0.000000,506.904968,573.451599,-29.850454,-531.436646
506.904968,573.451599,-29.850454,-531.436646,0.000000,0.000000,506.408691,564.783142,-29.775827,-520.108032
506.408691,564.783142,-29.775827,-520.108032,0.000000,0.000000,505.913666,556.303040,-29.701387,-508.807739
505.913666,556.303040,-29.701387,-508.807739,0.000000,0.000000,505.419891,548.010803,-29.627134,-497.535736
505.419891,548.010803,-29.627134,-497.535736,0.000000,0.000000,504.927338,539.905945,-29.553066,-486.291901
504.927338,539.905945,-29.553066,-486.291901,0.000000,0.000000,504.436005,531.988037,-29.479183,-475.076172
504.436005,531.988037,-29.479183,-475.076172,0.000000,0.000000,503.945923,524.256592,-29.405485,-463.888489
503.945923,524.256592,-29.405485,-463.888489,0.000000,0.000000,503.457062,516.711121,-29.331972,-452.728760
503.457062,516.711121,-29.331972,-452.728760,0.000000,0.000000,502.969421,509.351166,-29.258642,-441.596924
502.969421,509.351166,-29.258642,-441.596924,0.000000,0.000000,502.483002,502.176270,-29.185495,-430.492920
502.483002,502.176270,-29.185495,-430.492920,0.000000,0.000000,501.997803,495.186005,-29.112532,-419.416687
501.997803,495.186005,-29.112532,-419.416687,0.000000,0.000000,501.513794,488.379883,-29.039751,-408.368134
501.513794,488.379883,-29.039751,-408.368134,0.000000,0.000000,501.031006,481.757416,-28.967152,-397.347229
501.031006,481.757416,-28.967152,-397.347229,0.000000,0.000000,500.549438,475.318176,-28.894733,-386.353851
500.549438,475.318176,-28.894733,-386.353851,0.000000,0.000000,500.069061,469.061707,-28.822496,-375.387970
500.069061,469.061707,-28.822496,-375.387970,0.000000,0.000000,499.589874,462.987549,-28.750441,-364.449493
499.589874,462.987549,-28.750441,-364.449493,0.000000,0.000000,499.111908,457.095245,-28.678564,-353.538361
499.111908,457.095245,-28.678564,-353.538361,0.000000,0.000000,498.635132,451.384338,-28.606867,-342.654510
498.635132,451.384338,-28.606867,-342.654510,0.000000,0.000000,498.159546,445.854370,-28.535349,-331.797882
498.159546,445.854370,-28.535349,-331.797882,0.000000,0.000000,497.685150,440.504883,-28.464010,-320.968384
497.685150,440.504883,-28.464010,-320.968384,0.000000,0.000000,497.211945,435.335449,-28.392851,-310.165955
497.211945,435.335449,-28.392851,-310.165955,0.000000,0.000000,496.739899,430.345612,-28.321869,-299.390533
496.739899,430.345612,-28.321869,-299.390533,0.000000,0.000000,496.269043,425.534912,-28.251064,-288.642059
496.269043,425.534912,-28.251064,-288.642059,0.000000,0.000000,495.799377,420.902893,-28.180437,-277.920441
495.799377,420.902893,-28.180437,-277.920441,0.000000,0.000000,495.330872,416.449127,-28.109985,-267.225647
495.330872,416.449127,-28.109985,-267.225647,0.000000,0.000000,494.863556,412.173157,-28.039711,-256.557587
494.863556,412.173157,-28.039711,-256.557587,0.000000,0.000000,494.397400,408.074554,-27.969612,-245.916199
494.397400,408.074554,-27.969612,-245.916199,0.000000,0.000000,493.932404,404.152863,-27.899689,-235.301407
493.932404,404.152863,-27.899689,-235.301407,0.000000,0.000000,493.468567,400.407654,-27.829939,-224.713150
493.468567,400.407654,-27.829939,-224.713150,0.000000,0.000000,493.005890,396.838470,-27.760365,-214.151367
493.005890,396.838470,-27.760365,-214.151367,0.000000,0.000000,492.544373,393.444885,-27.690964,-203.615982
492.544373,393.444885,-27.690964,-203.615982,0.000000,0.000000,492.084015,390.226440,-27.621737,-193.106949
492.084015,390.226440,-27.621737,-193.106949,0.000000,0.000000,491.624817,387.182709,-27.552683,-182.624176
491.624817,387.182709,-27.552683,-182.624176,0.000000,0.000000,491.166748,384.313263,-27.483801,-172.167618
491.166748,384.313263,-27.483801,-172.167618,0.000000,0.000000,490.709839,381.617645,-27.415091,-161.737198
490.709839,381.617645,-27.415091,-161.737198,0.000000,0.000000,490.254059,379.095428,-27.346554,-151.332855
490.254059,379.095428,-27.346554,-151.332855,0.000000,0.000000,489.799408,376.746185,-27.278187,-140.954529
489.799408,376.746185,-27.278187,-140.954529,0.000000,0.000000,489.345917,374.569489,-27.209991,-130.602142
489.345917,374.569489,-27.209991,-130.602142,0.000000,0.000000,488.893555,372.564880,-27.141966,-120.275635
488.893555,372.564880,-27.141966,-120.275635,0.000000,0.000000,488.442322,370.731964,-27.074112,-109.974945
488.442322,370.731964,-27.074112,-109.974945,0.000000,0.000000,487.992218,369.070313,-27.006426,-99.700005
487.992218,369.070313,-27.006426,-99.700005,0.000000,0.000000,487.543243,367.579468,-26.938910,-89.450752
487.543243,367.579468,-26.938910,-89.450752,0.000000,0.000000,487.095398,366.259003,-26.871563,-79.227127
487.095398,366.259003,-26.871563,-79.227127,0.000000,0.000000,486.648651,365.108521,-26.804384,-69.029060
486.648651,365.108521,-26.804384,-69.029060,0.000000,0.000000,486.203033,364.127594,-26.737373,-58.856491
486.203033,364.127594,-26.737373,-58.856491,0.000000,0.000000,485.758514,363.315765,-26.670530,-48.709351
485.758514,363.315765,-26.670530,-48.709351,0.000000,0.000000,485.315125,362.672638,-26.603853,-38.587578
485.315125,362.672638,-26.603853,-38.587578,0.000000,0.000000,484.872833,362.197784,-26.537344,-28.491108
484.872833,362.197784,-26.537344,-28.491108,0.000000,0.000000,484.431641,361.890778,-26.471001,-18.419880
484.431641,361.890778,-26.471001,-18.419880,0.000000,0.000000,483.991547,361.751221,-26.404823,-8.373830
483.991547,361.751221,-26.404823,-8.373830,0.000000,0.000000,483.552551,361.778687,-26.338812,1.647105
483.552551,361.778687,-26.338812,1.647105,0.000000,0.000000,483.114655,361.972748,-26.272964,11.642988
483.114655,361.972748,-26.272964,11.642988,0.000000,0.000000,482.677856,362.332977,-26.207283,21.613882
482.677856,362.332977,-26.207283,21.613882,0.000000,0.000000,482.242157,362.858978,-26.141766,31.559849
482.242157,362.858978,-26.141766,31.559849,0.000000,0.000000,481.807556,363.550323,-26.076410,41.480949
481.807556,363.550323,-26.076410,41.480949,0.000000,0.000000,481.374023,364.406616,-26.011219,51.377247
481.374023,364.406616,-26.011219,51.377247,0.000000,0.000000,480.941589,365.427429,-25.946192,61.248802
480.941589,365.427429,-25.946192,61.248802,0.000000,0.000000,480.510223,366.612366,-25.881327,71.095680
480.510223,366.612366,-25.881327,71.095680,0.000000,0.000000,480.079956,367.960999,-25.816624,80.917938
480.079956,367.960999,-25.816624,80.917938,0.000000,0.000000,479.650757,369.472931,-25.752083,90.715645
479.650757,369.472931,-25.752083,90.715645,0.000000,0.000000,479.222626,371.147736,-25.687702,100.488853
479.222626,371.147736,-25.687702,100.488853,0.000000,0.000000,478.795563,372.985016,-25.623484,110.237633
478.795563,372.985016,-25.623484,110.237633,0.000000,0.000000,478.369568,374.984375,-25.559425,119.962036
478.369568,374.984375,-25.559425,119.962036,0.000000,0.000000,477.944641,377.145416,-25.495527,129.662140
477.944641,377.145416,-25.495527,129.662140,0.000000,0.000000,477.520782,379.467712,-25.431789,139.337982
477.520782,379.467712,-25.431789,139.337982,0.000000,0.000000,477.097992,381.950867,-25.368210,148.989639
477.097992,381.950867,-25.368210,148.989639,0.000000,0.000000,476.676239,384.594482,-25.304789,158.617172
476.676239,384.594482,-25.304789,158.617172,0.000000,0.000000,476.255554,387.398163,-25.241528,168.220627
476.255554,387.398163,-25.241528,168.220627,0.000000,0.000000,475.835907,390.361511,-25.178423,177.800079
475.835907,390.361511,-25.178423,177.800079,0.000000,0.000000,475.417328,393.484100,-25.115477,187.355576
475.417328,393.484100,-25.115477,187.355576,0.000000,0.000000,474.999786,396.765564,-25.052689,196.887192
474.999786,396.765564,-25.052689,196.887192,0.000000,0.000000,474.583282,400.205475,-24.990057,206.394974
474.583282,400.205475,-24.990057,206.394974,0.000000,0.000000,474.167816,403.803467,-24.927582,215.878983
474.167816,403.803467,-24.927582,215.878983,0.000000,0.000000,473.753387,407.559113,-24.865263,225.339279
473.753387,407.559113,-24.865263,225.339279,0.000000,0.000000,473.339996,411.472046,-24.803101,234.775925
473.339996,411.472046,-24.803101,234.775925,0.000000,0.000000,472.927643,415.541870,-24.741093,244.188980
472.927643,415.541870,-24.741093,244.188980,0.000000,0.000000,472.516327,419.768188,-24.679239,253.578506
472.516327,419.768188,-24.679239,253.578506,0.000000,0.000000,472.106049,424.150604,-24.617540,262.944580
472.106049,424.150604,-24.617540,262.944580,0.000000,0.000000,471.696777,428.688721,-24.555996,272.287231
471.696777,428.688721,-24.555996,272.287231,0.000000,0.000000,471.288544,433.382172,-24.494606,281.606506
471.288544,433.382172,-24.494606,281.606506,0.000000,0.000000,470.881317,438.230560,-24.433369,290.902496
470.881317,438.230560,-24.433369,290.902496,0.000000,0.000000,470.475098,443.233490,-24.372286,300.175232
470.475098,443.233490,-24.372286,300.175232,0.000000,0.000000,470.069916,448.390564,-24.311356,309.424805
470.069916,448.390564,-24.311356,309.424805,0.000000,0.000000,469.665741,453.701416,-24.250578,318.651245
469.665741,453.701416,-24.250578,318.651245,0.000000,0.000000,469.262573,459.165649,-24.189951,327.854614
469.262573,459.165649,-24.189951,327.854614,0.000000,0.000000,468.860413,464.782898,-24.129477,337.034973
468.860413,464.782898,-24.129477,337.034973,0.000000,0.000000,468.459259,470.552765,-24.069153,346.192383
468.459259,470.552765,-24.069153,346.192383,0.000000,0.000000,468.059113,476.474884,-24.008980,355.326904
468.059113,476.474884,-24.008980,355.326904,0.000000,0.000000,467.659973,482.548859,-23.948957,364.438599
467.659973,482.548859,-23.948957,364.438599,0.000000,0.000000,467.261810,488.774323,-23.889086,373.527496
467.261810,488.774323,-23.889086,373.527496,0.000000,0.000000,466.864655,495.150879,-23.829363,382.593689
466.864655,495.150879,-23.829363,382.593689,0.000000,0.000000,466.468506,501.678162,-23.769789,391.637207
466.468506,501.678162,-23.769789,391.637207,0.000000,0.000000,466.073334,508.355804,-23.710363,400.658112
466.073334,508.355804,-23.710363,400.658112,0.000000,0.000000,465.679138,515.183411,-23.651087,409.656464
465.679138,515.183411,-23.651087,409.656464,0.000000,0.000000,465.285950,522.160645,-23.591959,418.632324
465.285950,522.160645,-23.591959,418.632324,0.000000,0.000000,464.893738,529.287048,-23.532980,427.585754
464.893738,529.287048,-23.532980,427.585754,0.000000,0.000000,464.502502,536.562317,-23.474148,436.516785
464.502502,536.562317,-23.474148,436.516785,0.000000,0.000000,464.112244,543.986084,-23.415462,445.425507
464.112244,543.986084,-23.415462,445.425507,0.000000,0.000000,463.722961,551.557922,-23.356924,454.311951
463.722961,551.557922,-23.356924,454.311951,0.000000,0.000000,463.334656,559.277527,-23.298532,463.176178
463.334656,559.277527,-23.298532,463.176178,0.000000,0.000000,462.947327,567.144470,-23.240286,472.018250
462.947327,567.144470,-23.240286,472.018250,0.000000,0.000000,462.560944,575.158447,-23.182186,480.838196
462.560944,575.158447,-23.182186,480.838196,0.000000,0.000000,462.175537,583.319031,-23.124231,489.636108
462.175537,583.319031,-23.124231,489.636108,0.000000,0.000000,461.791107,591.625916,-23.066422,498.412018
461.791107,591.625916,-23.066422,498.412018,0.000000,0.000000,461.407623,600.078674,-23.008755,507.165985
461.407623,600.078674,-23.008755,507.165985,0.000000,0.000000,461.025116,608.677002,-22.951233,515.898071
461.025116,608.677002,-22.951233,515.898071,0.000000,0.000000,460.643555,617.420471,-22.893854,524.608337
460.643555,617.420471,-22.893854,524.608337,0.000000,0.000000,460.262939,626.308777,-22.836620,533.296814
460.262939,626.308777,-22.836620,533.296814,0.000000,0.000000,459.883270,635.341492,-22.779530,541.963562
459.883270,635.341492,-22.779530,541.963562,0.000000,0.000000,459.610352,622.301453,-16.371845,-444.409973
459.610352,622.301453,-16.371845,-444.409973,0.000000,0.000000,459.338165,615.079773,-16.330915,-433.298950
459.338165,615.079773,-16.330915,-433.298950,0.000000,0.000000,459.066650,608.042847,-16.290089,-422.215698
459.066650,608.042847,-16.290089,-422.215698,0.000000,0.000000,458.795837,601.190186,-16.249363,-411.160156
458.795837,601.190186,-16.249363,-411.160156,0.000000,0.000000,458.525696,594.521301,-16.208740,-400.132263
458.525696,594.521301,-16.208740,-400.132263,0.000000,0.000000,458.256226,588.035767,-16.168219,-389.131927
458.256226,588.035767,-16.168219,-389.131927,0.000000,0.000000,457.987427,581.733093,-16.127798,-378.159088
457.987427,581.733093,-16.127798,-378.159088,0.000000,0.000000,457.719299,575.612854,-16.087479,-367.213684
457.719299,575.612854,-16.087479,-367.213684,0.000000,0.000000,457.451843,569.674622,-16.047260,-356.295654
457.451843,569.674622,-16.047260,-356.295654,0.000000,0.000000,457.185059,563.917847,-16.007143,-345.404907
457.185059,563.917847,-16.007143,-345.404907,0.000000,0.000000,456.918945,558.342163,-15.967125,-334.541382
456.918945,558.342163,-15.967125,-334.541382,0.000000,0.000000,456.653503,552.947083,-15.927207,-323.705017
456.653503,552.947083,-15.927207,-323.705017,0.000000,0.000000,456.388702,547.732178,-15.887389,-312.895752
456.388702,547.732178,-15.887389,-312.895752,0.000000,0.000000,456.124573,542.696960,-15.847671,-302.113525
456.124573,542.696960,-15.847671,-302.113525,0.000000,0.000000,455.861115,537.841003,-15.808051,-291.358246
455.861115,537.841003,-15.808051,-291.358246,0.000000,0.000000,455.598297,533.163818,-15.768531,-280.629852
455.598297,533.163818,-15.768531,-280.629852,0.000000,0.000000,455.336151,528.665039,-15.729110,-269.928284
455.336151,528.665039,-15.729110,-269.928284,0.000000,0.000000,455.074646,524.344177,-15.689787,-259.253448
455.074646,524.344177,-15.689787,-259.253448,0.000000,0.000000,454.813812,520.200745,-15.650562,-248.605316
454.813812,520.200745,-15.650562,-248.605316,0.000000,0.000000,454.553619,516.234375,-15.611436,-237.983810
454.553619,516.234375,-15.611436,-237.983810,0.000000,0.000000,454.294067,512.444580,-15.572408,-227.388855
454.294067,512.444580,-15.572408,-227.388855,0.000000,0.000000,454.035187,508.830902,-15.533477,-216.820389
454.035187,508.830902,-15.533477,-216.820389,0.000000,0.000000,453.776947,505.392944,-15.494643,-206.278336
453.776947,505.392944,-15.494643,-206.278336,0.000000,0.000000,453.519348,502.130219,-15.455907,-195.762634
453.519348,502.130219,-15.455907,-195.762634,0.000000,0.000000,453.262390,499.042328,-15.417267,-185.273224
453.262390,499.042328,-15.417267,-185.273224,0.000000,0.000000,453.006073,496.128815,-15.378724,-174.810043
453.006073,496.128815,-15.378724,-174.810043,0.000000,0.000000,452.750397,493.389252,-15.340278,-164.373016
452.750397,493.389252,-15.340278,-164.373016,0.000000,0.000000,452.495361,490.823212,-15.301927,-153.962082
452.495361,490.823212,-15.301927,-153.962082,0.000000,0.000000,452.240967,488.430267,-15.263672,-143.577179
452.240967,488.430267,-15.263672,-143.577179,0.000000,0.000000,451.987213,486.209961,-15.225513,-133.218231
451.987213,486.209961,-15.225513,-133.218231,0.000000,0.000000,451.734100,484.161865,-15.187449,-122.885193
451.734100,484.161865,-15.187449,-122.885193,0.000000,0.000000,451.481598,482.285553,-15.149480,-112.577980
451.481598,482.285553,-15.149480,-112.577980,0.000000,0.000000,451.229736,480.580597,-15.111607,-102.296532
451.229736,480.580597,-15.111607,-102.296532,0.000000,0.000000,450.978516,479.046570,-15.073828,-92.040794
450.978516,479.046570,-15.073828,-92.040794,0.000000,0.000000,450.727905,477.683044,-15.036143,-81.810692
450.727905,477.683044,-15.036143,-81.810692,0.000000,0.000000,450.477936,476.489594,-14.998553,-71.606163
450.477936,476.489594,-14.998553,-71.606163,0.000000,0.000000,450.228577,475.465820,-14.961057,-61.427147
450.228577,475.465820,-14.961057,-61.427147,0.000000,0.000000,449.979858,474.611267,-14.923655,-51.273579
449.979858,474.611267,-14.923655,-51.273579,0.000000,0.000000,449.731750,473.925507,-14.886346,-41.145393
449.731750,473.925507,-14.886346,-41.145393,0.000000,0.000000,449.484253,473.408142,-14.849130,-31.042530
449.484253,473.408142,-14.849130,-31.042530,0.000000,0.000000,449.237396,473.058716,-14.812007,-20.964924
449.237396,473.058716,-14.812007,-20.964924,0.000000,0.000000,448.991150,472.876831,-14.774977,-10.912511
448.991150,472.876831,-14.774977,-10.912511,0.000000,0.000000,448.745514,472.862091,-14.738039,-0.885229
448.745514,472.862091,-14.738039,-0.885229,0.000000,0.000000,448.500488,473.014038,-14.701194,9.116985
448.500488,473.014038,-14.701194,9.116985,0.000000,0.000000,448.256073,473.332275,-14.664441,19.094193
448.256073,473.332275,-14.664441,19.094193,0.000000,0.000000,448.012268,473.816376,-14.627780,29.046459
448.012268,473.816376,-14.627780,29.046459,0.000000,0.000000,447.769073,474.465942,-14.591210,38.973843
447.769073,474.465942,-14.591210,38.973843,0.000000,0.000000,447.526489,475.280548,-14.554732,48.876408
447.526489,475.280548,-14.554732,48.876408,0.000000,0.000000,447.284515,476.259796,-14.518346,58.754215
447.284515,476.259796,-14.518346,58.754215,0.000000,0.000000,447.043152,477.403259,-14.482050,68.607330
447.043152,477.403259,-14.482050,68.607330,0.000000,0.000000,446.802399,478.710510,-14.445845,78.435814
446.802399,478.710510,-14.445845,78.435814,0.000000,0.000000,446.562225,480.181183,-14.409730,88.239723
446.562225,480.181183,-14.409730,88.239723,0.000000,0.000000,446.322662,481.814850,-14.373706,98.019127
446.322662,481.814850,-14.373706,98.019127,0.000000,0.000000,446.083710,483.611084,-14.337771,107.774078
446.083710,483.611084,-14.337771,107.774078,0.000000,0.000000,445.845337,485.569489,-14.301927,117.504646
445.845337,485.569489,-14.301927,117.504646,0.000000,0.000000,445.607574,487.689667,-14.266171,127.210884
445.607574,487.689667,-14.266171,127.210884,0.000000,0.000000,445.370392,489.971222,-14.230506,136.892868
445.370392,489.971222,-14.230506,136.892868,0.000000,0.000000,445.133820,492.413727,-14.194930,146.550629
445.133820,492.413727,-14.194930,146.550629,0.000000,0.000000,444.897827,495.016785,-14.159443,156.184250
444.897827,495.016785,-14.159443,156.184250,0.000000,0.000000,444.662415,497.780029,-14.124044,165.793793
444.662415,497.780029,-14.124044,165.793793,0.000000,0.000000,444.427612,500.703003,-14.088735,175.379303
444.427612,500.703003,-14.088735,175.379303,0.000000,0.000000,444.193390,503.785339,-14.053513,184.940857
444.193390,503.785339,-14.053513,184.940857,0.000000,0.000000,443.959747,507.026642,-14.018379,194.478500
443.959747,507.026642,-14.018379,194.478500,0.000000,0.000000,443.726685,510.426514,-13.983334,203.992310
443.726685,510.426514,-13.983334,203.992310,0.000000,0.000000,443.494202,513.984558,-13.948376,213.482330
443.494202,513.984558,-13.948376,213.482330,0.000000,0.000000,443.262299,517.700378,-13.913505,222.948624
443.262299,517.700378,-13.913505,222.948624,0.000000,0.000000,443.030975,521.573547,-13.878721,232.391251
443.030975,521.573547,-13.878721,232.391251,0.000000,0.000000,442.800232,525.603699,-13.844025,241.810272
442.800232,525.603699,-13.844025,241.810272,0.000000,0.000000,442.570068,529.790466,-13.809415,251.205750
442.570068,529.790466,-13.809415,251.205750,0.000000,0.000000,442.340485,534.133423,-13.774891,260.577728
442.340485,534.133423,-13.774891,260.577728,0.000000,0.000000,442.111481,538.632202,-13.740454,269.926270
